============================================================
意甲 | 比赛时间: 2026-04-05 02:45 | 拉齐奥 VS 帕尔马 | ID: 1199651
============================================================

【 欧赔指数变动 】
  机构: 竞彩官方 (最近更新: 2026-04-03 09:41:31)
  [2026-04-04 18:32:35] 胜:1.9    平:3.35   负:4.5   
  [2026-04-04 17:45:25] 胜:1.9    平:3.4    负:4.5   
  [2026-04-04 15:40:33] 胜:1.85   平:3.4    负:4.6   
  [2026-04-04 15:13:28] 胜:1.83   平:3.4    负:4.6   
  [2026-04-04 14:48:59] 胜:1.85   平:3.4    负:4.6   
  [2026-04-03 20:13:19] 胜:1.8    平:3.45   负:4.8   
  [2026-04-01 22:02:56] 胜:1.83   平:3.45   负:4.7   
  [2026-03-28 14:09:17] 胜:1.8    平:3.45   负:4.8   
  [2026-03-28 00:14:31] 胜:1.83   平:3.45   负:4.7   
  [2026-03-27 14:38:33] 胜:1.8    平:3.45   负:4.8   
  [2026-03-23 05:21:45] 胜:1.83   平:3.45   负:4.7   
  [2026-03-18 03:02:19] 胜:1.8    平:3.45   负:4.8   
  [2026-03-17 21:06:30] 胜:1.77   平:3.5    负:5     
  [2026-03-16 23:59:23] 胜:1.75   平:3.5    负:5.25  
  [2026-03-16 20:46:12] 胜:1.75   平:3.55   负:5.25  
  [2026-03-16 20:36:17] 胜:1.73   平:3.55   负:5.25  
  [2026-03-16 20:25:09] 胜:1.73   平:3.6    负:5.25  
  [2026-03-16 19:55:24] 胜:1.65   平:3.7    负:5.75  
  [2026-03-16 18:54:10] 胜:1.67   平:3.7    负:5.5   
  [2026-03-16 18:04:59] 胜:1.65   平:3.75   负:5.75  
  --------------------------------------------------
  机构: 皇冠 (最近更新: 2026-04-04 20:34:47)
  [2026-04-04 21:03:56] 胜:1.91   平:3.4    负:4.5   
  [2026-04-04 20:58:24] 胜:1.9    平:3.4    负:4.5   
  [2026-04-04 20:34:47] 胜:1.89   平:3.4    负:4.6   
  [2026-04-04 20:17:37] 胜:1.88   平:3.4    负:4.65  
  [2026-04-04 19:41:32] 胜:1.89   平:3.4    负:4.5   
  [2026-04-04 19:25:48] 胜:1.9    平:3.4    负:4.5   
  [2026-04-04 18:39:38] 胜:1.89   平:3.4    负:4.6   
  [2026-04-04 17:56:25] 胜:1.88   平:3.4    负:4.6   
  [2026-04-04 17:52:29] 胜:1.89   平:3.4    负:4.6   
  [2026-04-04 17:22:43] 胜:1.9    平:3.4    负:4.5   
  [2026-04-04 17:04:42] 胜:1.88   平:3.4    负:4.6   
  [2026-04-04 16:45:35] 胜:1.87   平:3.4    负:4.7   
  [2026-04-04 16:01:54] 胜:1.86   平:3.4    负:4.8   
  [2026-04-04 14:37:54] 胜:1.86   平:3.5    负:4.45  
  [2026-04-04 14:16:33] 胜:1.87   平:3.55   负:4.45  
  [2026-04-04 14:13:08] 胜:1.84   平:3.55   负:4.65  
  [2026-04-04 13:36:31] 胜:1.82   平:3.55   负:4.75  
  [2026-04-04 13:11:26] 胜:1.79   平:3.55   负:4.85  
  [2026-04-04 04:45:45] 胜:1.79   平:3.6    负:4.85  
  [2026-04-04 04:16:21] 胜:1.8    平:3.6    负:4.85  
  [2026-04-03 19:47:59] 胜:1.83   平:3.5    负:4.75  
  [2026-04-03 19:30:14] 胜:1.77   平:3.55   负:5.1   
  [2026-04-02 09:14:27] 胜:1.82   平:3.6    负:4.7   
  [2026-03-22 18:27:36] 胜:1.82   平:3.65   负:4.65  
  --------------------------------------------------
  机构: 平博 (最近更新: 2026-04-04 20:47:49)
  [2026-04-04 21:02:51] 胜:1.9    平:3.35   负:4.9   
  [2026-04-04 20:47:49] 胜:1.9    平:3.34   负:4.9   
  [2026-04-04 18:12:43] 胜:1.89   平:3.35   负:4.93  
  [2026-04-04 17:47:24] 胜:1.89   平:3.37   负:4.91  
  [2026-04-04 17:14:20] 胜:1.9    平:3.35   负:4.86  
  [2026-04-04 17:06:41] 胜:1.9    平:3.36   负:4.87  
  [2026-04-04 17:02:43] 胜:1.86   平:3.41   负:5     
  [2026-04-04 16:33:24] 胜:1.87   平:3.38   负:5.01  
  [2026-04-04 15:04:09] 胜:1.87   平:3.39   负:5.03  
  [2026-04-04 15:02:18] 胜:1.86   平:3.39   负:5.03  
  [2026-04-04 14:16:50] 胜:1.85   平:3.37   负:4.99  
  [2026-04-04 14:16:09] 胜:1.86   平:3.35   负:5.01  
  [2026-04-04 14:12:29] 胜:1.85   平:3.36   负:5.04  
  [2026-04-04 14:10:34] 胜:1.84   平:3.38   负:5.1   
  [2026-04-04 13:18:14] 胜:1.82   平:3.41   负:5.17  
  [2026-04-04 13:14:47] 胜:1.83   平:3.37   负:5.2   
  [2026-04-04 10:59:57] 胜:1.79   平:3.51   负:5.17  
  [2026-04-03 21:59:30] 胜:1.79   平:3.53   负:5.16  
  [2026-04-03 17:36:56] 胜:1.79   平:3.54   负:5.17  
  [2026-04-03 16:40:59] 胜:1.78   平:3.55   负:5.19  
  [2026-03-30 02:48:38] 胜:1.83   平:3.45   负:5.02  
  [2026-03-25 21:33:51] 胜:1.82   平:3.43   负:4.98  
  [2026-03-23 15:25:52] 胜:1.81   平:3.39   负:4.9   
  [2026-03-18 02:55:24] 胜:1.81   平:3.37   负:4.87  
  [2026-03-18 02:49:50] 胜:1.83   平:3.33   负:4.81  
  [2026-03-16 20:17:33] 胜:1.76   平:3.5    负:5.05  
  [2026-03-16 18:45:15] 胜:1.64   平:3.8    负:5.47  
  [2026-03-16 18:42:54] 胜:1.64   平:3.81   负:5.49  
  [2026-03-16 17:54:19] 胜:1.6    平:3.93   负:5.66  
  [2026-03-16 17:39:55] 胜:1.59   平:3.88   负:5.55  
  [2026-03-16 16:53:23] 胜:1.69   平:3.57   负:5.11  
  --------------------------------------------------
  机构: 利记 (最近更新: 2026-04-04 19:34:58)
  [2026-04-04 20:58:58] 胜:1.91   平:3.33   负:4.41  
  [2026-04-04 19:34:58] 胜:1.9    平:3.35   负:4.43  
  [2026-04-04 19:27:56] 胜:1.88   平:3.38   负:4.49  
  [2026-04-04 19:04:46] 胜:1.92   平:3.32   负:4.38  
  [2026-04-04 18:43:27] 胜:1.9    平:3.35   负:4.43  
  [2026-04-04 18:00:10] 胜:1.91   平:3.33   负:4.4   
  [2026-04-04 17:39:40] 胜:1.9    平:3.32   负:4.12  
  [2026-04-04 17:19:35] 胜:1.91   平:3.3    负:4.09  
  [2026-04-04 17:06:55] 胜:1.9    平:3.32   负:4.12  
  [2026-04-04 16:46:14] 胜:1.9    平:3.31   负:4.12  
  [2026-04-04 16:15:10] 胜:1.89   平:3.32   负:4.16  
  [2026-04-04 15:22:07] 胜:1.89   平:3.31   负:4.18  
  [2026-04-04 15:08:37] 胜:1.88   平:3.31   负:4.22  
  [2026-04-04 15:02:13] 胜:1.88   平:3.26   负:4.13  
  [2026-04-04 14:48:55] 胜:1.87   平:3.27   负:4.17  
  [2026-04-04 14:15:17] 胜:1.87   平:3.26   负:4.17  
  [2026-04-04 14:12:48] 胜:1.83   平:3.32   负:4.29  
  [2026-04-04 14:06:25] 胜:1.8    平:3.35   负:4.42  
  [2026-04-04 13:10:33] 胜:1.8    平:3.34   负:4.44  
  [2026-04-04 12:46:49] 胜:1.8    平:3.32   负:4.47  
  [2026-04-04 12:11:57] 胜:1.8    平:3.31   负:4.48  
  [2026-04-04 12:05:47] 胜:1.8    平:3.21   负:4.27  
  [2026-04-04 03:51:34] 胜:1.78   平:3.23   负:4.36  
  [2026-04-03 23:54:14] 胜:1.78   平:3.22   负:4.38  
  [2026-04-03 19:32:26] 胜:1.78   平:3.21   负:4.36  
  [2026-04-03 15:10:00] 胜:1.78   平:3.2    负:4.38  
  [2026-04-03 15:03:05] 胜:1.74   平:3.11   负:4.24  
  [2026-04-03 08:45:41] 胜:1.78   平:3.2    负:4.38  
  [2026-04-03 08:42:25] 胜:1.78   平:3.21   负:4.36  
  [2026-04-03 05:29:58] 胜:1.78   平:3.2    负:4.38  
  [2026-04-03 05:26:52] 胜:1.74   平:3.11   负:4.24  
  [2026-04-03 04:38:18] 胜:1.78   平:3.2    负:4.38  
  [2026-04-03 04:16:37] 胜:1.81   平:3.16   负:4.28  
  [2026-04-03 04:13:19] 胜:1.8    平:3.18   负:4.3   
  [2026-04-03 04:07:17] 胜:1.8    平:3.19   负:4.28  
  [2026-04-02 23:14:00] 胜:1.84   平:3.15   负:4.16  
  [2026-04-02 23:12:02] 胜:1.8    平:3.06   负:4.03  
  [2026-04-02 19:07:08] 胜:1.84   平:3.15   负:4.16  
  [2026-04-02 19:03:46] 胜:1.8    平:3.06   负:4.03  
  [2026-04-02 16:42:03] 胜:1.84   平:3.15   负:4.16  
  [2026-04-02 16:35:44] 胜:1.8    平:3.06   负:4.03  
  [2026-04-02 09:51:41] 胜:1.84   平:3.15   负:4.16  
  [2026-04-02 09:48:34] 胜:1.8    平:3.06   负:4.03  
  [2026-04-02 07:37:05] 胜:1.84   平:3.15   负:4.16  
  [2026-04-02 07:34:07] 胜:1.8    平:3.06   负:4.03  
  [2026-04-02 01:24:21] 胜:1.84   平:3.15   负:4.16  
  [2026-04-01 14:59:48] 胜:1.84   平:3.14   负:4.18  
  [2026-03-31 07:11:33] 胜:1.84   平:3.16   负:4.15  
  [2026-03-31 07:08:41] 胜:1.8    平:3.07   负:4.02  
  [2026-03-31 03:53:26] 胜:1.84   平:3.16   负:4.15  
  [2026-03-31 03:50:55] 胜:1.8    平:3.07   负:4.02  
  [2026-03-31 02:53:49] 胜:1.84   平:3.16   负:4.15  
  [2026-03-31 02:51:21] 胜:1.8    平:3.07   负:4.02  
  [2026-03-31 00:05:15] 胜:1.84   平:3.16   负:4.15  
  [2026-03-28 04:03:54] 胜:1.8    平:3.06   负:4.04  
  [2026-03-27 20:48:43] 胜:1.84   平:3.15   负:4.17  
  [2026-03-27 00:20:39] 胜:1.8    平:3.06   负:4.04  
  [2026-03-25 12:00:37] 胜:1.84   平:3.15   负:4.17  
  [2026-03-25 11:58:58] 胜:1.8    平:3.06   负:4.04  
  [2026-03-23 23:05:21] 胜:1.84   平:3.15   负:4.17  
  [2026-03-23 23:02:54] 胜:1.8    平:3.06   负:4.04  
  [2026-03-23 20:38:42] 胜:1.84   平:3.15   负:4.17  
  [2026-03-23 20:36:22] 胜:1.8    平:3.06   负:4.04  
  [2026-03-23 19:43:49] 胜:1.84   平:3.15   负:4.17  
  [2026-03-23 19:41:57] 胜:1.8    平:3.06   负:4.04  
  [2026-03-23 05:12:30] 胜:1.84   平:3.15   负:4.17  
  [2026-03-23 04:53:57] 胜:1.74   平:3.31   负:4.46  
  [2026-03-18 02:59:33] 胜:1.71   平:3.34   负:4.57  
  [2026-03-16 20:22:28] 胜:1.68   平:3.37   负:4.73  
  [2026-03-16 18:48:29] 胜:1.61   平:3.47   负:5.2   
  [2026-03-16 17:55:27] 胜:1.59   平:3.49   负:5.3   
  --------------------------------------------------


